id,title,authors,abstract,field,field_multi,is_AP,is_NA
2503.20760v1,Attractors for the Navier--Stokes--Voight equations and their dimension,Alexei Ilyin; Sergey Zelik,The Voight regularization of the Navier--Stokes system is studied in a bounded domain and on the torus. In the 3D case we obtain new explicit bounds for the attractor dimension improving the previously known results. In the 2D case we show that the estimates so obtained converge to the known estimates for the attractor of the Navier--Stokes system as the regularization parameter tends to zero both for the Dirichlet and the periodic boundary conditions.,AP,AP,1,0
2503.20747v1,Elliptic boundary-value problems in some distribution spaces of generalized smoothness,Anna Anop; Aleksandr Murach,We build a solvability theory of elliptic boundary-value problems in normed Sobolev spaces of generalized smoothness for any integral-exponent $p>1$. The smoothness is given by a number parameter and a supplementary function parameter that varies slowly at infinity. These spaces are obtained by a combination of the methods of the complex interpolation with number parameter between Banach spaces and the quadratic interpolation with function parameter between Hilbert spaces applied to classical Sobolev spaces. We show that the spaces under study admit localization near a smooth boundary and describe their trace spaces in terms of Besov spaces with the same supplementary function parameter. We prove that a general differential elliptic problem induces Fredholm bounded operators on appropriate pairs of the spaces under study. We also find exact sufficient conditions for solutions of the problem to have a prescribed generalized or classical smoothness on a given set and establish corresponding a priory estimates of the solution. These results are specified for parameter-elliptic problems.,AP,AP,1,0
2503.20656v1,The Dirichlet problem for the prescribed curvature equations in Minkowski space,Bin Wang,We study the Dirichlet problem for functions whose graphs are spacelike hypersurfaces with prescribed curvature in the Minkowski space and we obtain some new interior second order estimates for admissible solutions to the corresponding fully nonlinear elliptic partial differential equations.,AP,AP,1,0
2503.20645v1,On conditional uniqueness of solutions to stochastic Navier-Stokes Equations,István Gyöngy; Nicolai V. Krylov,This paper is a continuation of [26]. Here theorems on conditional uniqueness and regularity for solutions to stochastic Navier-Stokes equations in $\mathbb R^d$ are presented.,AP,AP,1,0
2503.20643v1,Fast relaxation of a viscous vortex in an external flow,Martin Donati; Thierry Gallay,"We study the evolution of a concentrated vortex advected by a smooth, divergence-free velocity field in two space dimensions. In the idealized situation where the initial vorticity is a Dirac mass, we compute an approximation of the solution which accurately describes, in the regime of high Reynolds numbers, the motion of the vortex center and the deformation of the streamlines under the shear stress of the external flow. For ill-prepared initial data, corresponding to a sharply peaked Gaussian vortex, we prove relaxation to the previous solution on a time scale that is much shorter than the diffusive time, due to enhanced dissipation inside the vortex core.",AP,AP,1,0
2503.20628v1,Carleman estimate for full-discrete approximations of the complex Ginzburg-Landau equation with dynamic boundary conditions and applications to controllability,Xu Zhu; Wenwen Zhou; Bin Wu,"In this paper, we investigate Carleman estimate and controllability result for the fully-discrete approximations of a one-dimensional Ginzburg-Landau equation with dynamic boundary conditions. We first establish a new discrete Carleman estimate for the corresponding adjoint system. Based on this Carleman estimate, we obtain a relaxed observability inequality for the adjoint system, and then a controllability result for the fully-discrete Ginzburg-Landau equation with dynamic boundary conditions.",AP,AP,1,0
2503.20531v1,Uniqueness of solutions for the logarithmic Schrödinger equation,Masayuki Hayashi,"We consider the Cauchy problem for the logarithmic Schr\""odinger equation and prove uniqueness of weak $H^s(\mathbb{R}^d)$ solutions for $s\in(0,1)$, which improves on the previous uniqueness result in $H^1(\mathbb{R}^d)$. The proof is achieved by combining a nontrivial use of integral equations, local smoothing estimates, and quantitative estimates of the sublinear effect of the nonlinearity, based on the localization argument. We also study uniqueness on the torus and uniqueness of the equation perturbed by pure power nonlinearities.",AP,AP,1,0
2503.20524v1,Convergence of thresholding energies for anisotropic mean curvature flow on inhomogeneous obstacle,Andrea Chiesa; Karel Svadlenka,"We extend the analysis by Esedo\={g}lu and Otto (2015) of thresholding energies for the celebrated multiphase Bence-Merriman-Osher algorithm for computing mean curvature flow of interfacial networks, to the case of differing space-dependent anisotropies. In particular, we address the special setting of an obstacle problem, where anisotropic particles move on an inhomogeneous substrate. By suitable modification of the surface energies we construct an approximate energy that uses a single convolution kernel and is monotone with respect to the convolution width. This allows us to prove that the approximate energies $\Gamma$-converge to their sharp interface counterpart.",AP,AP,1,0
2503.20480v1,On the decay of mass with respect to an invariant measure for semilinear heat equations in exterior domains,Ahmad Fino; Motohiro Sobajima,"The paper concerns with the decay property of solutions to the initial-boundary value problem of the semilinear heat equation $\partial_tu-\Delta u+u^p=0$ in exterior domains $\Omega$ in $\mathbb{R}^N$ ($N\geq 2$). The problem for the one-dimensional case is formulated with $\Omega=(0,\infty)$ which is one of the representative of the connected components in $\mathbb{R}$. One can see that the $C_0$-semigroup for the corresponding linear problem possesses an invariant measure $\phi(x)\,dx$, where $\phi$ is a positive harmonic function satisfying the Dirichlet boundary condition. This paper clarifies that the mass of solutions with respect to the measure $\phi(x)\,dx$ vanishes as $t\to \infty$ if and only if $1<p\leq \min\{2,1+\frac{2}{N}\}$. In the other case $p>\min\{2,1+\frac{2}{N}\}$, we prove that all solutions are asymptotically free. The asymptotic profile is actually given by a modification with Gaussian when $N\geq 3$.",AP,AP,1,0
2503.20453v1,The regularity problem with a weaker condition on only the transversal direction,Martin Ulmer,"We study an elliptic operator $L:=\mathrm{div}(A\nabla \cdot)$ on the upper half space. It is known that if the matrix $A$ is independent in the transversal $t$-direction, then the regularity boundary value problem is solvable with data in a Sobolev space. In the present paper we improve on the $t$-independence condition by introducing a mixed $L^1-L^\infty$ condition that only depends on $\partial_t A$, the derivative of $A$ in transversal direction. This condition is different from other conditions in the literature and has already been proven to imply solvability of the Dirichlet boundary value problem.",AP,AP,1,0
2503.20439v1,The square sticky disk: crystallization and Gamma-convergence to the octagonal anisotropic perimeter,Giacomo Del Nin; Lucia De Luca,"We consider a variant of the sticky disk energy where distances between particles are evaluated through the sup norm $\lVert\cdot\rVert_\infty$ in the plane. We first prove crystallization of minimizers in the square lattice, for any fixed number $N$ of particles. Then we consider the limit as $N\to\infty$: in contrast to the standard sticky disk, there is only one orientation in the limit, and we are able to compute explicitly the $\Gamma$-limit to be an anisotropic perimeter with octagonal Wulff shape. The results are based on an energy decomposition for graphs that generalizes the one proved by De Luca-Friesecke [J. Nonlinear Sci. 28 (2018), 69-90] in the triangular case.",AP,AP,1,0
2503.20390v2,"Periodic KPP equations: new insights into persistence, spreading, and the role of advection",Nathanaël Boutillon; François Hamel; Lionel Roques,"We focus on the persistence and spreading properties for a heterogeneous Fisher-KPP equation with advection. After reviewing the different notions of persistence and spreading speeds, we focus on the effect of the direction of the advection term, denoted by $b$. First, we prove that changing $b$ to $-b$ can have an effect on the spreading speeds and the ability of persistence. Next, we provide a class of relationships between the intrinsic growth term $r$ and the advection term $b$ such that changing $b$ to $-b$ does not change the spreading speeds and the ability of persistence. We briefly mention the cases of slowly and rapidly varying environments, and bounded domains. Lastly, we show that in general, the spreading speeds are not controlled by the ability of persistence, and conversely. However, when there is no advection term, the spreading speeds are controlled by the ability of persistence, though the converse still does not hold.",AP,AP,1,0
